group,value,candidates,allowed,blocked,allowed_pct,avg_risk_pct,min_risk_pct,max_risk_pct,full_risk_trades,reduced_risk_trades,zero_risk_trades
all,all,20292,34,20258,0.17,3.1e-05,0.0,0.005,0,124,20168
allowed,allowed,34,34,0,100.0,0.005,0.005,0.005,0,34,0
allowed,blocked,20258,0,20258,0.0,2.2e-05,0.0,0.005,0,90,20168
reason,allowed_full_balanced,34,34,0,100.0,0.005,0.005,0.005,0,34,0
reason,quality_skip,1590,0,1590,0.0,0.0,0.0,0.0,0,0,1590
reason,setup_filtered,2295,0,2295,0.0,0.000196,0.0,0.005,0,90,2205
reason,structure_skip,16373,0,16373,0.0,0.0,0.0,0.0,0,0,16373
universe_state,allowed,20292,34,20258,0.17,3.1e-05,0.0,0.005,0,124,20168
quality_decision,SKIP,1590,0,1590,0.0,0.0,0.0,0.0,0,0,1590
quality_decision,TAKE,224,7,217,3.12,0.002165,0.0,0.005,0,97,127
quality_decision,WATCH,18478,27,18451,0.15,7e-06,0.0,0.005,0,27,18451
structure_decision,SKIP,17462,0,17462,0.0,0.0,0.0,0.0,0,0,17462
structure_decision,TAKE,724,2,722,0.28,0.000635,0.0,0.005,0,92,632
structure_decision,WATCH,2106,32,2074,1.52,7.6e-05,0.0,0.005,0,32,2074
quality_x_structure,SKIP+SKIP,1089,0,1089,0.0,0.0,0.0,0.0,0,0,1089
quality_x_structure,SKIP+TAKE,156,0,156,0.0,0.0,0.0,0.0,0,0,156
quality_x_structure,SKIP+WATCH,345,0,345,0.0,0.0,0.0,0.0,0,0,345
quality_x_structure,TAKE+SKIP,82,0,82,0.0,0.0,0.0,0.0,0,0,82
quality_x_structure,TAKE+TAKE,90,0,90,0.0,0.005,0.005,0.005,0,90,0
quality_x_structure,TAKE+WATCH,52,7,45,13.46,0.000673,0.0,0.005,0,7,45
quality_x_structure,WATCH+SKIP,16291,0,16291,0.0,0.0,0.0,0.0,0,0,16291
quality_x_structure,WATCH+TAKE,478,2,476,0.42,2.1e-05,0.0,0.005,0,2,476
quality_x_structure,WATCH+WATCH,1709,25,1684,1.46,7.3e-05,0.0,0.005,0,25,1684
risk_bucket,reduced_risk,124,34,90,27.42,0.005,0.005,0.005,0,124,0
risk_bucket,zero_risk,20168,0,20168,0.0,0.0,0.0,0.0,0,0,20168
target_policy,allow_wider_trend_target,545,2,543,0.37,0.000587,0.0,0.005,0,64,481
target_policy,no_trade,17462,0,17462,0.0,0.0,0.0,0.0,0,0,17462
target_policy,normal_target,1985,32,1953,1.61,8.1e-05,0.0,0.005,0,32,1953
target_policy,range_mid_or_opposite_boundary,300,0,300,0.0,0.000467,0.0,0.005,0,28,272
setup_type,breakout,16603,0,16603,0.0,9e-06,0.0,0.005,0,30,16573
setup_type,ignition,377,0,377,0.0,0.0,0.0,0.0,0,0,377
setup_type,liquidity_reclaim,1307,0,1307,0.0,1.9e-05,0.0,0.005,0,5,1302
setup_type,pullback,554,0,554,0.0,0.000244,0.0,0.005,0,27,527
setup_type,pullback_resumption,46,34,12,73.91,0.003696,0.0,0.005,0,34,12
setup_type,pullback_resumption_strict,5,0,5,0.0,0.0,0.0,0.0,0,0,5
setup_type,range_rotation,1359,0,1359,0.0,0.000103,0.0,0.005,0,28,1331
setup_type,watch_impulse,41,0,41,0.0,0.0,0.0,0.0,0,0,41
trend_context,range,702,0,702,0.0,0.000199,0.0,0.005,0,28,674
trend_context,trend,19590,34,19556,0.17,2.5e-05,0.0,0.005,0,96,19494
volatility_regime,high,15729,0,15729,0.0,0.0,0.0,0.0,0,0,15729
volatility_regime,low,1269,26,1243,2.05,0.000382,0.0,0.005,0,97,1172
volatility_regime,normal,3294,8,3286,0.24,4.1e-05,0.0,0.005,0,27,3267
