name,verdict,valid_folds,positive_folds,positive_pct,total_trades,avg_return_pct,avg_pf,worst_dd_pct,score
CAL2_ADAPTIVE_SOFT_V1,WATCH_TOO_SPARSE,6,4,66.67,25,0.16,40.4566,3.65,9.9183
CAL2_STRUCTURE_SOFT_V1,WATCH_TOO_SPARSE,6,4,66.67,23,-0.0583,40.1987,3.65,9.4
CAL2_CONF40_VR060_V1,WATCH_TOO_SPARSE,6,4,66.67,20,0.3267,40.5862,3.65,9.335
CAL2_NEUTRAL_DIRECTION_V1,WATCH_TOO_SPARSE,6,4,66.67,20,0.3267,40.5862,3.65,9.335
CAL2_CONTROL_V1,WATCH_TOO_SPARSE,6,4,66.67,18,0.1083,40.3284,3.65,8.8166
CAL2_QUALITY_SOFT_V1,WATCH_TOO_SPARSE,6,4,66.67,18,0.1083,40.3284,3.65,8.8166
