symbol,side,entry_time,exit_time,entry,stop,exit,r_mult,source,kind,setup_type,trend_context,volatility_regime,structure_type,confidence_hint,target_policy,risk_grade,exit_reason,bars_held,risk_plan_reason,target_rr,stop_pct
BTCUSDT,short,2026-06-02T04:00:00,2026-06-02T12:00:00,70739.8,71928.22864,69314.9,1.198978,candle_exit_simulator,pullback_resumption,pullback_resumption,trend,normal,trend_pullback,96.0,normal_target,A,time_stop,32,setup=pullback_resumption|trigger=two_bar_balanced|side=short|trend=trend|dir=down|structure=trend_pullback|vol=normal|entry_trend=trend|entry_dir=down|entry_vol=low|vr=0.689008|vol_state=normal|candle=bear_impulse|prev_candle=neutral|liq=none|pos=0.400914|prev_pos=0.504256|quality=81.0|ctx4h_trend=trend|ctx4h_dir=down|ctx4h_vol=normal|ctx4h_vol_state=normal|ctx1d_trend=trend|ctx1d_dir=down|ctx1d_vol=normal|ctx1d_vol_state=above_average|ctx_align=aligned|stop_pct=0.0168|rr=1.75|policy=normal_target|risk_grade=A,1.75,0.0168
