fold,validation_start,validation_end,candidate,learning,plans,generated_trades,reason_counts
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_STRUCT_8H,soft,368,368,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17425, ""center_ban"": 130670, ""cooldown"": 106, ""insufficient_future_bars"": 1024, ""invalid_range"": 7216, ""minimum_rr"": 61, ""no_lower_boundary_touch"": 54885, ""plan_created"": 368, ""range_too_narrow"": 30168, ""volume_filter"": 1863}"
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_STRUCT_12H,soft,361,361,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17406, ""center_ban"": 130471, ""cooldown"": 101, ""insufficient_future_bars"": 1536, ""invalid_range"": 7200, ""minimum_rr"": 60, ""no_lower_boundary_touch"": 54794, ""plan_created"": 361, ""range_too_narrow"": 30010, ""volume_filter"": 1847}"
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_STRUCT_16H,soft,361,361,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17405, ""center_ban"": 130201, ""cooldown"": 101, ""insufficient_future_bars"": 2048, ""invalid_range"": 7184, ""minimum_rr"": 60, ""no_lower_boundary_touch"": 54678, ""plan_created"": 361, ""range_too_narrow"": 29902, ""volume_filter"": 1846}"
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,418,418,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17425, ""center_ban"": 130670, ""cooldown"": 117, ""insufficient_future_bars"": 1024, ""invalid_range"": 7216, ""no_lower_boundary_touch"": 54885, ""plan_created"": 418, ""range_too_narrow"": 30168, ""volume_filter"": 1863}"
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,410,410,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17406, ""center_ban"": 130471, ""cooldown"": 112, ""insufficient_future_bars"": 1536, ""invalid_range"": 7200, ""no_lower_boundary_touch"": 54794, ""plan_created"": 410, ""range_too_narrow"": 30010, ""volume_filter"": 1847}"
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,392,392,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17406, ""center_ban"": 130471, ""cooldown"": 109, ""insufficient_future_bars"": 1536, ""invalid_range"": 7200, ""minimum_rr"": 21, ""no_lower_boundary_touch"": 54794, ""plan_created"": 392, ""range_too_narrow"": 30010, ""volume_filter"": 1847}"
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,380,380,"{""60m_trend_filter"": 534, ""below_15m_ema200"": 17405, ""center_ban"": 130201, ""cooldown"": 109, ""insufficient_future_bars"": 2048, ""invalid_range"": 7184, ""minimum_rr"": 33, ""no_lower_boundary_touch"": 54678, ""plan_created"": 380, ""range_too_narrow"": 29902, ""volume_filter"": 1846}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_24H_CONTROL,soft,185,185,"{""60m_trend_filter"": 702, ""below_15m_ema200"": 16262, ""center_ban"": 134152, ""cooldown"": 41, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 2880, ""minimum_rr"": 33, ""no_lower_boundary_touch"": 52764, ""plan_created"": 185, ""range_too_narrow"": 27941, ""volume_filter"": 983}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_8H,soft,190,190,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16689, ""center_ban"": 134733, ""cooldown"": 42, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 960, ""minimum_rr"": 33, ""no_lower_boundary_touch"": 53639, ""plan_created"": 190, ""range_too_narrow"": 27944, ""volume_filter"": 1007}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_12H,soft,188,188,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16508, ""center_ban"": 134592, ""cooldown"": 42, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 1440, ""minimum_rr"": 33, ""no_lower_boundary_touch"": 53486, ""plan_created"": 188, ""range_too_narrow"": 27943, ""volume_filter"": 1005}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_16H,soft,186,186,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16374, ""center_ban"": 134517, ""cooldown"": 41, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 1920, ""minimum_rr"": 33, ""no_lower_boundary_touch"": 53228, ""plan_created"": 186, ""range_too_narrow"": 27941, ""volume_filter"": 997}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,223,223,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16689, ""center_ban"": 134733, ""cooldown"": 42, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 960, ""no_lower_boundary_touch"": 53639, ""plan_created"": 223, ""range_too_narrow"": 27944, ""volume_filter"": 1007}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,221,221,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16508, ""center_ban"": 134592, ""cooldown"": 42, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 1440, ""no_lower_boundary_touch"": 53486, ""plan_created"": 221, ""range_too_narrow"": 27943, ""volume_filter"": 1005}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,214,214,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16508, ""center_ban"": 134592, ""cooldown"": 42, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 1440, ""minimum_rr"": 7, ""no_lower_boundary_touch"": 53486, ""plan_created"": 214, ""range_too_narrow"": 27943, ""volume_filter"": 1005}"
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,207,207,"{""60m_trend_filter"": 706, ""below_15m_ema200"": 16374, ""center_ban"": 134517, ""cooldown"": 41, ""indicator_warmup"": 8345, ""insufficient_future_bars"": 1920, ""minimum_rr"": 12, ""no_lower_boundary_touch"": 53228, ""plan_created"": 207, ""range_too_narrow"": 27941, ""volume_filter"": 997}"
