fold,validation_start,validation_end,candidate,learning,status,profile,initial_cash,leverage,base_risk_pct,max_risk_pct,candidates,allowed_candidates,executed_trades,skipped,skipped_no_risk,skipped_max_positions,skipped_symbol_limit,skipped_cash,skipped_daily_halt,skipped_weekly_halt,final_cash,ret_pct,max_dd_pct,pf,winrate,max_loss_streak,symbols_traded,symbols_positive,total_fees,avg_risk_pct,trades,gross_profit,gross_loss,net_pnl,pooled_pf
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,124,14,14,0,0,0,0,0,0,0,485.91,-2.82,6.08,0.5278,21.43,9,10,3,3.3722,0.005,14,13.86710994,26.27570478,-12.40859484,0.5277540624584536
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,281,25,22,3,0,3,0,0,0,0,475.07,-4.99,10.56,0.5146,31.82,5,15,6,12.3129,0.005,22,19.91020871,38.68862748,-18.77841877,0.5146269074439965
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,168,55,36,19,0,11,1,0,7,0,458.62,-8.28,18.06,0.5589,27.78,11,20,9,20.6148,0.005,36,39.37042158,70.44165371,-31.07123213,0.5589082524973161
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,294,58,38,20,0,19,1,0,0,0,455.77,-8.85,11.41,0.5263,28.95,7,22,7,20.0164,0.005,38,38.02874352,72.25167439,-34.22293087,0.5263371934541242
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,193,86,48,38,0,35,1,0,2,0,441.49,-11.7,19.26,0.555,27.08,9,18,5,32.2261,0.005,48,52.86750396,95.26473956,-42.39723559,0.554953534849564
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,122,61,39,22,0,20,2,0,0,0,493.24,-1.35,13.1,1.1264,43.59,7,19,8,28.6352,0.005,39,67.37968518,59.81869904,7.56098613,1.1263983713423156
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,161,106,66,40,0,27,3,0,10,0,443.62,-11.28,18.67,0.6986,34.85,14,29,11,42.6445,0.005,66,81.23430454,116.2878297,-35.05352516,0.6985623925316148
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,175,42,17,25,0,19,0,0,6,0,473.41,-5.32,10.03,0.2947,29.41,6,11,2,7.5689,0.005,17,9.53304637,32.34326134,-22.81021497,0.29474598341834646
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,254,49,29,20,0,7,1,0,12,0,497.35,-0.53,11.66,1.111,37.93,7,17,9,15.7408,0.005,29,52.26995933,47.04939782,5.22056151,1.1109591568010977
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,91,32,25,7,0,3,0,0,4,0,457.66,-8.47,11.44,0.292,16.0,10,16,3,12.3837,0.005,25,14.90679499,51.0563232,-36.14952821,0.29196765572073585
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,123,13,13,0,0,0,0,0,0,0,483.99,-3.2,6.09,0.4438,23.08,9,9,2,3.2435,0.005,13,11.47645372,25.86110345,-14.38464973,0.44377277806489546
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,281,27,24,3,0,3,0,0,0,0,471.31,-5.74,12.07,0.5104,29.17,6,15,4,14.3176,0.005,24,22.44785995,43.98226707,-21.53440713,0.5103843308301498
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,168,49,33,16,0,10,1,0,5,0,461.14,-7.77,17.92,0.5573,24.24,16,18,7,18.4212,0.005,33,37.31932558,66.96542422,-29.64609864,0.5572924537922506
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,294,58,38,20,0,19,1,0,0,0,453.4,-9.32,11.87,0.4988,26.32,7,22,6,19.9243,0.005,38,36.46365616,73.10019315,-36.63653699,0.49881750774089456
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,192,89,51,38,0,35,1,0,2,0,439.34,-12.13,20.0,0.5814,27.45,6,19,5,36.2847,0.005,51,59.04483026,101.56006234,-42.51523208,0.5813784365921469
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,122,43,34,9,0,7,2,0,0,0,493.67,-1.27,13.11,1.1105,41.18,6,18,9,24.6032,0.005,34,60.04166219,54.06839655,5.97326564,1.1104761009822648
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,161,106,61,45,0,29,3,0,13,0,445.8,-10.84,18.49,0.6965,32.79,14,28,9,39.565,0.005,61,78.99909229,113.41596351,-34.41687122,0.6965429719249923
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,175,37,15,22,0,19,1,0,2,0,465.7,-6.86,10.1,0.1335,6.67,13,11,1,6.7765,0.005,15,4.76286981,35.67754907,-30.91467925,0.1334976739195041
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,247,44,26,18,0,6,1,0,11,0,509.45,1.89,9.86,1.4092,46.15,5,15,11,13.2776,0.005,26,55.40385477,39.3162659,16.08758887,1.4091840489318412
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,89,38,31,7,0,3,0,0,4,0,460.63,-7.87,11.39,0.482,22.58,10,17,4,15.2844,0.005,31,29.52901639,61.25966231,-31.73064592,0.4820303487970065
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,122,13,13,0,0,0,0,0,0,0,480.15,-3.97,6.1,0.3566,15.38,9,9,2,3.225,0.005,13,10.10752564,28.34373352,-18.23620788,0.3566053016117405
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,281,29,26,3,0,3,0,0,0,0,472.7,-5.46,11.91,0.5869,34.62,6,17,5,16.1083,0.005,26,27.34947375,46.59637082,-19.24689707,0.5869442892267579
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,166,50,33,17,0,11,1,0,5,0,461.29,-7.74,18.11,0.5678,24.24,16,18,8,18.3961,0.005,33,38.76958138,68.27936758,-29.5097862,0.5678081498176607
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,293,33,27,6,0,5,1,0,0,0,472.96,-5.41,11.89,0.6228,29.63,3,17,7,15.1723,0.005,27,32.12728335,51.58172962,-19.45444627,0.6228423046616653
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,191,91,49,42,0,37,1,0,4,0,429.84,-14.03,21.25,0.4746,22.45,12,19,2,34.1844,0.005,49,47.93315257,100.99788151,-53.06472894,0.4745956237414263
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,122,42,33,9,0,7,2,0,0,0,492.51,-1.5,13.09,1.0808,42.42,6,18,10,23.5836,0.005,33,57.5905613,53.28525001,4.30531129,1.080797430619307
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,161,106,60,46,0,29,4,0,13,0,446.88,-10.62,18.95,0.7015,31.67,14,28,8,38.5812,0.005,60,79.50538892,113.33578461,-33.83039569,0.7015029648184323
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,175,37,15,22,0,19,1,0,2,0,465.05,-6.99,10.22,0.1311,6.67,13,11,1,6.7746,0.005,15,4.76286981,36.32223258,-31.55936277,0.131128222949319
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,247,43,25,18,0,6,1,0,11,0,505.24,1.05,9.93,1.2936,44.0,5,15,10,12.575,0.005,25,50.80821453,39.27631058,11.53190396,1.2936096538977182
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,87,40,33,7,0,3,0,0,4,0,453.0,-9.4,12.78,0.4295,18.18,10,16,3,16.2499,0.005,33,29.26220119,68.13554653,-38.87334533,0.42947041132953845
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,136,17,17,0,0,0,0,0,0,0,480.45,-3.91,6.39,0.3888,29.41,6,10,2,3.768,0.005,17,11.23954529,28.90702996,-17.66748467,0.3888170215666792
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,309,124,76,48,0,28,1,0,19,0,454.13,-9.17,17.25,0.7459,52.63,8,28,14,43.1285,0.005,76,71.36570548,95.67210645,-24.30640097,0.7459405685767352
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,186,131,86,45,0,29,1,0,15,0,434.49,-13.1,19.52,0.6837,52.33,6,29,9,61.4378,0.005,86,75.22152317,110.01630112,-34.79477796,0.683730705344086
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,335,231,121,110,0,109,0,0,1,0,390.19,-21.96,26.21,0.5604,44.63,5,31,8,69.3825,0.005,121,95.77914933,170.90204452,-75.12289519,0.5604330223283547
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,218,52,34,18,0,17,1,0,0,0,461.54,-7.69,13.47,0.466,41.18,4,16,4,19.1756,0.005,34,25.1999046,54.07382399,-28.87391939,0.466027788298713
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,138,99,69,30,0,29,0,0,1,0,451.74,-9.65,18.46,0.7372,52.17,7,26,9,51.2856,0.005,69,63.42686319,86.04277346,-22.61591026,0.7371550293743526
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,171,142,106,36,0,34,0,0,2,0,416.94,-16.61,26.38,0.6481,50.94,8,29,10,72.5003,0.005,106,86.20322106,133.01716019,-46.81393912,0.6480609038745719
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,204,177,100,77,0,69,1,0,7,0,394.88,-21.02,27.71,0.4862,44.0,10,30,11,64.3715,0.005,100,69.00942111,141.94077552,-72.93135441,0.4861846136660996
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,282,69,50,19,0,17,2,0,0,0,443.92,-11.22,19.74,0.4821,42.0,5,21,4,33.9633,0.005,50,36.39830577,75.49246132,-39.09415555,0.4821449073144127
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_FIXED_RR10_8H,soft,OK,research_500,500.0,20.0,0.005,0.005,106,31,26,5,0,5,0,0,0,0,475.82,-4.84,10.56,0.5425,42.31,9,17,6,11.5663,0.005,26,21.8086185,40.20241432,-18.39379582,0.5424703682266672
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,135,18,18,0,0,0,0,0,0,0,471.97,-5.61,7.78,0.2987,22.22,10,11,4,5.1563,0.005,18,10.84180313,36.29478209,-25.45297896,0.29871520112892186
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,309,85,51,34,0,17,1,0,16,0,452.56,-9.49,17.31,0.578,39.22,11,24,8,27.4918,0.005,51,46.14866202,79.8465242,-33.69786218,0.5779670747254076
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,186,101,66,35,0,22,3,0,8,2,413.36,-17.33,22.78,0.417,34.85,9,24,5,44.3522,0.005,66,46.11322795,110.57855905,-64.46533109,0.41701780480509004
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,335,143,68,75,0,54,0,0,14,7,422.2,-15.56,20.0,0.4834,35.29,13,28,5,39.0178,0.005,68,54.54494741,112.83540785,-58.29046044,0.48340275848805814
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,217,75,42,33,0,32,1,0,0,0,454.2,-9.16,15.93,0.5347,38.1,5,16,4,25.5871,0.005,42,37.93415127,70.94145269,-33.00730143,0.5347247600147061
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,138,92,60,32,0,31,1,0,0,0,452.16,-9.57,17.82,0.6921,46.67,7,25,9,42.8507,0.005,60,59.36775582,85.77868041,-26.41092459,0.6921038600687918
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,171,142,100,42,0,37,1,0,4,0,426.03,-14.79,25.1,0.7174,48.0,8,29,9,70.4336,0.005,100,98.37699565,137.12934712,-38.75235147,0.7174029317343126
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,204,157,91,66,0,61,0,0,5,0,405.05,-18.99,26.11,0.5373,40.66,11,30,12,60.5412,0.005,91,75.11635942,139.79971117,-64.68335175,0.5373141245505059
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,274,53,36,17,0,15,2,0,0,0,468.07,-6.39,15.72,0.6285,41.67,6,21,8,22.5702,0.005,36,34.93005984,55.57607306,-20.64601322,0.6285089592594656
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_FIXED_RR12_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,104,28,20,8,0,6,0,0,2,0,478.93,-4.21,8.94,0.4913,35.0,6,12,4,7.6313,0.005,20,16.66225304,33.91372741,-17.25147437,0.49131293768793444
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,134,17,17,0,0,0,0,0,0,0,472.06,-5.59,8.11,0.3019,17.65,10,10,3,5.0644,0.005,17,10.98744458,36.39203046,-25.40458588,0.30191897629157455
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,300,25,17,8,0,8,0,0,0,0,487.04,-2.59,6.99,0.5995,35.29,3,13,6,4.6289,0.005,17,15.92801554,26.56947611,-10.64146056,0.5994854952656727
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,182,72,46,26,0,16,2,0,8,0,419.86,-16.03,23.33,0.303,19.57,11,23,7,26.6938,0.005,46,29.03344826,95.82708638,-66.79363812,0.30297747075115994
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,326,89,50,39,0,35,0,0,4,0,443.13,-11.37,18.74,0.5188,32.0,9,27,8,28.479,0.005,50,45.96825886,88.59655303,-42.62829417,0.5188492925344685
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,206,81,42,39,0,39,0,0,0,0,470.56,-5.89,13.99,0.7686,40.48,5,16,7,26.6551,0.005,42,53.50057276,69.61020527,-16.10963251,0.7685736962968605
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,132,60,36,24,0,22,1,0,1,0,476.53,-4.69,13.4,0.7877,38.89,9,20,8,21.7566,0.005,36,46.73596303,59.33076084,-12.59479781,0.7877189230488808
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,170,116,73,43,0,27,1,0,15,0,453.96,-9.21,17.09,0.8111,41.1,10,27,11,46.8307,0.005,73,97.16623628,119.79489266,-22.62865638,0.8111049988925484
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,190,82,46,36,0,26,2,0,8,0,445.63,-10.87,16.23,0.5303,32.61,6,25,10,30.4895,0.005,46,44.18365215,83.31044676,-39.12679461,0.5303494803611888
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,267,57,38,19,0,11,1,0,7,0,468.64,-6.27,15.31,0.7063,39.47,6,20,9,25.0085,0.005,38,45.3524061,64.21088453,-18.85847842,0.7063040236424819
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_12H,soft,OK,research_500,500.0,20.0,0.005,0.005,100,25,19,6,0,4,0,0,2,0,476.61,-4.68,8.94,0.4189,26.32,6,12,3,7.3851,0.005,19,14.20086838,33.89686864,-19.69600026,0.4189433699577031
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,131,14,14,0,0,0,0,0,0,0,475.71,-4.86,6.61,0.2656,14.29,10,9,2,3.3944,0.005,14,8.17128979,30.76149842,-22.59020863,0.26563367228630375
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,295,23,17,6,0,6,0,0,0,0,475.54,-4.89,10.55,0.3222,29.41,4,12,3,5.9579,0.005,17,10.21326813,31.69664943,-21.4833813,0.32221917190815236
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,176,30,18,12,0,9,1,0,2,0,446.88,-10.62,17.2,0.0,0.0,18,12,0,10.3796,0.005,18,0,47.93321228,-47.93321228,0.0
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,317,72,50,22,0,22,0,0,0,0,459.07,-8.19,18.29,0.699,36.0,6,24,11,30.0646,0.005,50,60.15342202,86.05552747,-25.90210545,0.6990070688926079
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,202,84,44,40,0,39,1,0,0,0,462.48,-7.5,14.16,0.6942,34.09,6,17,6,28.0788,0.005,44,53.31483327,76.79855035,-23.48371707,0.6942166620911093
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,129,51,31,20,0,19,1,0,0,0,466.72,-6.66,15.58,0.5931,32.26,9,18,8,19.0278,0.005,31,34.63610123,58.40002643,-23.7639252,0.5930836566986751
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,168,137,82,55,0,39,1,0,15,0,409.62,-18.08,24.01,0.5848,31.71,15,29,10,57.3306,0.005,82,86.90107497,148.61106772,-61.70999275,0.5847550677253238
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,FLAT72_EXIT_SOFT_COMPRESSED_STRUCT_16H,soft,OK,research_500,500.0,20.0,0.005,0.005,182,64,28,36,0,26,2,0,8,0,447.92,-10.42,13.53,0.2859,17.86,15,20,4,17.2983,0.005,28,17.38524886,60.816692,-43.43144314,0.28586311240713663
