name,verdict,valid_folds,positive_folds,positive_pct,total_trades,avg_return_pct,median_return_pct,worst_fold_return_pct,pooled_pf,gross_profit,gross_loss,net_pnl,worst_dd_pct,score,development_gate,side_summary
LONG_BULL_TREND_ONLY,BLOCK_UNSTABLE,10,2,20.0,692,-3.811,-2.435,-14.35,0.8228,552.1773,671.101008,-118.923708,15.26,-6.7726,BLOCK_DEVELOPMENT,"{'long': {'trades': 692, 'wins': 293, 'losses': 399, 'gross_profit': 552.1773, 'gross_loss': 671.101008, 'net_pnl': -118.923708, 'pf': 0.8228}}"
SHORT_BEAR_TREND_ONLY,BLOCK_UNSTABLE,10,1,10.0,1078,-5.001,-5.32,-10.88,0.8636,932.995715,1080.375857,-147.380141,13.45,-7.4352,BLOCK_DEVELOPMENT,"{'short': {'trades': 1078, 'wins': 471, 'losses': 607, 'gross_profit': 932.995715, 'gross_loss': 1080.375857, 'net_pnl': -147.380141, 'pf': 0.8636}}"
SHORT_BEAR_OR_NEUTRAL_SOFT_RISK,BLOCK_UNSTABLE,10,0,0.0,3313,-8.988,-8.7,-18.1,0.905,2052.809413,2268.307587,-215.498175,20.92,-15.533,BLOCK_DEVELOPMENT,"{'short': {'trades': 3313, 'wins': 1513, 'losses': 1800, 'gross_profit': 2052.809413, 'gross_loss': 2268.307587, 'net_pnl': -215.498175, 'pf': 0.905}}"
LONG_BULL_OR_NEUTRAL_SOFT_RISK,BLOCK_UNSTABLE,10,0,0.0,3117,-11.159,-10.03,-19.63,0.8335,1718.135461,2061.331793,-343.196332,20.48,-17.6985,BLOCK_DEVELOPMENT,"{'long': {'trades': 3117, 'wins': 1345, 'losses': 1772, 'gross_profit': 1718.135461, 'gross_loss': 2061.331793, 'net_pnl': -343.196332, 'pf': 0.8335}}"
SHORT_CONTROL_ALL_REGIMES,BLOCK_UNSTABLE,10,0,0.0,3177,-13.058,-12.965,-22.07,0.8804,2571.717565,2921.180854,-349.463288,25.95,-22.1919,BLOCK_DEVELOPMENT,"{'short': {'trades': 3177, 'wins': 1441, 'losses': 1736, 'gross_profit': 2571.717565, 'gross_loss': 2921.180854, 'net_pnl': -349.463288, 'pf': 0.8804}}"
LONG_CONTROL_ALL_REGIMES,BLOCK_UNSTABLE,10,0,0.0,2999,-14.47,-14.13,-21.71,0.8507,2433.912606,2861.099726,-427.18712,24.11,-22.7729,BLOCK_DEVELOPMENT,"{'long': {'trades': 2999, 'wins': 1296, 'losses': 1703, 'gross_profit': 2433.912606, 'gross_loss': 2861.099726, 'net_pnl': -427.18712, 'pf': 0.8507}}"
