profile,initial_cash,leverage,base_risk_pct,max_risk_pct,candidates,allowed_candidates,executed_trades,skipped,skipped_no_risk,skipped_max_positions,skipped_symbol_limit,skipped_cash,skipped_daily_halt,skipped_weekly_halt,final_cash,ret_pct,max_dd_pct,pf,winrate,max_loss_streak,symbols_traded,symbols_positive,total_fees,avg_risk_pct
growth_100_20x,100.0,20.0,0.0075,0.01,16045,898,626,272,0,251,21,0,0,0,252.0,152.0,3.96,2.8337,70.45,4,8,8,33.3863,0.004744
