lookback_days,min_exact_trades,min_fallback_trades,take_threshold,watch_threshold,trades,winrate,avg_r,total_r,pf,avg_structure_score,take_trades,take_avg_r,take_pf,watch_trades,watch_avg_r,skip_trades,skip_avg_r
30,8,20,64.0,52.0,16045,0.4731,0.0407,652.6931,1.0762,48.3,5564,0.2869,1.6616,2961,0.2203,7520,-0.2122
