fold,validation_start,validation_end,threshold,mode,guard,status,profile,initial_cash,leverage,base_risk_pct,max_risk_pct,candidates,allowed_candidates,executed_trades,skipped,skipped_no_risk,skipped_max_positions,skipped_symbol_limit,skipped_cash,skipped_daily_halt,skipped_weekly_halt,final_cash,ret_pct,max_dd_pct,pf,winrate,max_loss_streak,symbols_traded,symbols_positive,total_fees,avg_risk_pct,trades,gross_profit,gross_loss,net_pnl,pooled_pf,filter_blocked,cooldown_blocked
fold_01,2025-01-31T00:00:00,2025-03-23T14:22:30,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,19183,162,100,62,0,62,0,0,0,0,493.6,-1.28,6.78,1.0354,46.0,5,11,4,19.6158,0.005,100,99.54144156,96.13733133,3.40411023,1.0354088279642508,17988,1025
fold_02,2025-03-23T14:22:30,2025-05-14T04:45:00,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,19465,159,108,51,0,51,0,0,0,0,484.32,-3.14,8.37,0.9489,46.3,5,11,5,20.2132,0.005,108,103.58510269,109.15960071,-5.57449802,0.9489325905983858,18303,961
fold_03,2025-05-14T04:45:00,2025-07-04T19:07:30,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,20348,160,94,66,0,63,0,0,2,1,490.99,-1.8,7.51,1.003,50.0,6,10,6,18.5007,0.005,94,79.11518468,78.87571702,0.23946765,1.0030360123710378,19059,1073
fold_04,2025-07-04T19:07:30,2025-08-25T09:30:00,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,19495,161,93,68,0,68,0,0,0,0,492.96,-1.41,5.15,1.025,50.54,6,10,5,18.0051,0.005,93,80.51440984,78.55405301,1.96035683,1.0249555147746108,18252,1026
fold_05,2025-08-25T09:30:00,2025-10-15T23:52:30,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,18926,165,92,73,0,63,0,0,0,10,464.63,-7.07,12.11,0.7149,39.13,8,13,4,18.3152,0.005,92,65.7321693,91.94664896,-26.21447966,0.7148946703585001,17532,1158
fold_06,2025-10-15T23:52:30,2025-12-06T14:15:00,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,17212,165,97,68,0,68,0,0,0,0,495.98,-0.8,5.06,1.0628,46.39,7,10,6,18.698,0.005,97,90.11400806,84.78708745,5.32692061,1.0628270267531648,16073,968
fold_07,2025-12-06T14:15:00,2026-01-27T04:37:30,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,16714,161,87,74,0,74,0,0,0,0,477.73,-4.45,7.1,0.813,43.68,5,10,5,17.3436,0.005,87,59.11938771,72.71978601,-13.6003983,0.812975270609176,15638,856
fold_08,2026-01-27T04:37:30,2026-03-19T19:00:00,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,17941,160,91,69,0,69,0,0,0,0,496.98,-0.6,5.5,1.0767,53.85,6,9,5,17.5273,0.005,91,80.62982301,74.88339773,5.74642528,1.0767383085336388,16765,993
fold_09,2026-03-19T19:00:00,2026-05-10T09:22:30,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,18206,166,102,64,0,64,0,0,0,0,478.89,-4.22,9.3,0.8834,40.2,7,9,1,19.3921,0.005,102,86.42031889,97.83144259,-11.4111237,0.8833593433619301,16910,1029
fold_10,2026-05-10T09:22:30,2026-06-30T23:45:00,soft,HIST_SOFT_REGIME_ROUTER_ROLL5,historical,OK,research_500,500.0,20.0,0.005,0.005,17044,162,96,66,0,65,0,0,1,0,484.76,-3.05,8.53,0.9386,44.79,6,9,5,19.446,0.005,96,84.20355601,89.71617628,-5.51262027,0.9385548905810456,15864,968
