group,value,candidates,allowed,blocked,allowed_pct,avg_risk_pct,min_risk_pct,max_risk_pct,full_risk_trades,reduced_risk_trades,zero_risk_trades
all,all,20295,264,20031,1.3,8.2e-05,0.0,0.005,0,331,19964
allowed,allowed,264,264,0,100.0,0.005,0.005,0.005,0,264,0
allowed,blocked,20031,0,20031,0.0,1.7e-05,0.0,0.005,0,67,19964
reason,allowed_full_balanced,264,264,0,100.0,0.005,0.005,0.005,0,264,0
reason,candle_type_filtered,21,0,21,0.0,0.000714,0.0,0.005,0,3,18
reason,direction_context_filtered,36,0,36,0.0,0.0,0.0,0.0,0,0,36
reason,quality_skip,1593,0,1593,0.0,0.0,0.0,0.0,0,0,1593
reason,setup_filtered,1983,0,1983,0.0,0.000159,0.0,0.005,0,63,1920
reason,structure_skip,16373,0,16373,0.0,0.0,0.0,0.0,0,0,16373
reason,volume_ratio_filtered,25,0,25,0.0,0.0002,0.0,0.005,0,1,24
universe_state,allowed,20295,264,20031,1.3,8.2e-05,0.0,0.005,0,331,19964
quality_decision,SKIP,1593,0,1593,0.0,0.0,0.0,0.0,0,0,1593
quality_decision,TAKE,224,51,173,22.77,0.002634,0.0,0.005,0,118,106
quality_decision,WATCH,18478,213,18265,1.15,5.8e-05,0.0,0.005,0,213,18265
structure_decision,SKIP,17464,0,17464,0.0,0.0,0.0,0.0,0,0,17464
structure_decision,TAKE,724,113,611,15.61,0.001243,0.0,0.005,0,180,544
structure_decision,WATCH,2107,151,1956,7.17,0.000358,0.0,0.005,0,151,1956
quality_x_structure,SKIP+SKIP,1091,0,1091,0.0,0.0,0.0,0.0,0,0,1091
quality_x_structure,SKIP+TAKE,156,0,156,0.0,0.0,0.0,0.0,0,0,156
quality_x_structure,SKIP+WATCH,346,0,346,0.0,0.0,0.0,0.0,0,0,346
quality_x_structure,TAKE+SKIP,82,0,82,0.0,0.0,0.0,0.0,0,0,82
quality_x_structure,TAKE+TAKE,90,23,67,25.56,0.005,0.005,0.005,0,90,0
quality_x_structure,TAKE+WATCH,52,28,24,53.85,0.002692,0.0,0.005,0,28,24
quality_x_structure,WATCH+SKIP,16291,0,16291,0.0,0.0,0.0,0.0,0,0,16291
quality_x_structure,WATCH+TAKE,478,90,388,18.83,0.000941,0.0,0.005,0,90,388
quality_x_structure,WATCH+WATCH,1709,123,1586,7.2,0.00036,0.0,0.005,0,123,1586
risk_bucket,reduced_risk,331,264,67,79.76,0.005,0.005,0.005,0,331,0
risk_bucket,zero_risk,19964,0,19964,0.0,0.0,0.0,0.0,0,0,19964
target_policy,allow_wider_trend_target,545,112,433,20.55,0.001385,0.0,0.005,0,151,394
target_policy,no_trade,17464,0,17464,0.0,0.0,0.0,0.0,0,0,17464
target_policy,normal_target,1985,152,1833,7.66,0.000383,0.0,0.005,0,152,1833
target_policy,range_mid_or_opposite_boundary,301,0,301,0.0,0.000465,0.0,0.005,0,28,273
setup_type,breakout,16603,0,16603,0.0,9e-06,0.0,0.005,0,30,16573
setup_type,ignition,377,0,377,0.0,0.0,0.0,0.0,0,0,377
setup_type,liquidity_reclaim,1310,0,1310,0.0,1.9e-05,0.0,0.005,0,5,1305
setup_type,pullback,554,229,325,41.34,0.002103,0.0,0.005,0,233,321
setup_type,pullback_resumption,46,31,15,67.39,0.00337,0.0,0.005,0,31,15
setup_type,pullback_resumption_strict,5,4,1,80.0,0.004,0.0,0.005,0,4,1
setup_type,range_rotation,1359,0,1359,0.0,0.000103,0.0,0.005,0,28,1331
setup_type,watch_impulse,41,0,41,0.0,0.0,0.0,0.0,0,0,41
trend_context,range,705,0,705,0.0,0.000199,0.0,0.005,0,28,677
trend_context,trend,19590,264,19326,1.35,7.7e-05,0.0,0.005,0,303,19287
volatility_regime,high,15732,0,15732,0.0,0.0,0.0,0.0,0,0,15732
volatility_regime,low,1269,141,1128,11.11,0.000749,0.0,0.005,0,190,1079
volatility_regime,normal,3294,123,3171,3.73,0.000214,0.0,0.005,0,141,3153
